make,model,year,mileage,fuel,body,no_accidents,price,currency
mazda,mx-5,2018,1,benzyna,kabriolet,True,109200,PLN
mazda,mx-5,1998,160000,benzyna,kabriolet,True,6500,PLN
mazda,mx-5,2001,181000,benzyna,kabriolet,False,14200,PLN
mazda,mx-5,2017,2950,benzyna,kabriolet,True,108900,PLN
mazda,mx-5,2016,4100,benzyna,kabriolet,False,75900,PLN
mazda,mx-5,2006,178100,benzyna,kabriolet,True,25900,PLN
mazda,mx-5,1993,146000,benzyna,kabriolet,False,13800,PLN
mazda,mx-5,2000,216497,benzyna,kabriolet,True,16900,PLN
mazda,mx-5,2017,9237,benzyna,kabriolet,False,114900,PLN
mazda,mx-5,2010,232000,benzyna,kabriolet,False,29000,PLN
mazda,mx-5,2000,168000,benzyna,kabriolet,False,14900,PLN
mazda,mx-5,2017,11700,diesel,kabriolet,False,127900,PLN
mazda,mx-5,1998,174000,benzyna,kabriolet,True,7999,PLN
mazda,mx-5,2002,134124,benzyna,kabriolet,False,14200,PLN
mazda,mx-5,2017,2500,benzyna,kabriolet,True,114900,PLN
mazda,mx-5,2004,160400,benzyna,kabriolet,True,15900,PLN
mazda,mx-5,1999,149000,benzyna,kabriolet,True,7900,PLN
mazda,mx-5,2016,28957,benzyna,kabriolet,True,83500,PLN
mazda,mx-5,2003,154000,benzyna,kabriolet,True,18900,PLN
mazda,mx-5,1999,122500,benzyna,kabriolet,False,9900,PLN
mazda,mx-5,1999,126000,benzyna,kabriolet,True,12700,PLN
mazda,mx-5,2006,130000,benzyna,kabriolet,True,28500,PLN
mazda,mx-5,1998,152300,benzyna,kabriolet,False,8500,PLN
mazda,mx-5,2015,19000,benzyna,kabriolet,True,58159,PLN
mazda,mx-5,2006,110200,benzyna,kabriolet,False,29900,PLN
mazda,mx-5,1999,211200,benzyna,kabriolet,False,7500,PLN
mazda,mx-5,2010,77477,benzyna,kabriolet,True,32900,PLN
mazda,mx-5,2016,6800,benzyna,kabriolet,True,69999,PLN
mazda,mx-5,1998,230000,benzyna,kabriolet,False,7800,PLN
mazda,mx-5,2001,150000,benzyna,kabriolet,True,16900,PLN
mazda,mx-5,2002,164000,benzyna,kabriolet,True,8900,PLN
mazda,mx-5,2016,29000,benzyna,kabriolet,True,83900,PLN
mazda,mx-5,2001,190000,benzyna,kabriolet,False,15900,PLN
mazda,mx-5,1999,180000,benzyna,kabriolet,True,12800,PLN
mazda,mx-5,2009,30000,benzyna,kabriolet,False,42000,PLN
mazda,mx-5,2007,127000,benzyna+lpg,kabriolet,False,25500,PLN
mazda,mx-5,2001,144000,benzyna,kabriolet,True,12900,PLN
mazda,mx-5,1998,107000,benzyna,kabriolet,False,70000,PLN
mazda,mx-5,2017,14179,benzyna,kabriolet,True,102000,PLN
mazda,mx-5,2016,6863,benzyna,kabriolet,True,89999,PLN
mercedes-benz,amg_gt,2017,3200,benzyna,kabriolet,False,599900,PLN
mercedes-benz,amg_gt,2015,37000,benzyna,coupe,True,475000,PLN
mercedes-benz,amg_gt,2018,3,benzyna,coupe,True,699000,PLN
mercedes-benz,amg_gt,2018,1,benzyna,coupe,True,932737,PLN
mercedes-benz,amg_gt,2018,5,benzyna,coupe,True,892800,PLN
mercedes-benz,amg_gt,2018,5,benzyna,coupe,True,945242,PLN
mercedes-benz,amg_gt,2017,5,benzyna,coupe,True,783900,PLN
mercedes-benz,amg_gt,2011,45000,benzyna,coupe,True,68300,PLN
mercedes-benz,amg_gt,2017,4222,benzyna,coupe,True,599900,PLN
mercedes-benz,amg_gt,2018,1,benzyna,coupe,True,671925,PLN
mercedes-benz,amg_gt,2017,3790,benzyna,kabriolet,True,739000,PLN
mercedes-benz,amg_gt,2018,6,benzyna,kabriolet,True,938993,PLN
mercedes-benz,amg_gt,2018,5,benzyna,kabriolet,True,913899,PLN
mercedes-benz,amg_gt,2018,8,benzyna,kabriolet,True,967531,PLN
mercedes-benz,amg_gt,2018,1,benzyna,kabriolet,True,967531,PLN
mercedes-benz,amg_gt,2016,13000,benzyna,coupe,False,284900,PLN
mercedes-benz,amg_gt,2018,8,benzyna,coupe,True,892800,PLN
mercedes-benz,amg_gt,2018,221,benzyna,coupe,False,181379,EUR
mercedes-benz,amg_gt,2018,1,benzyna,coupe,True,830500,PLN
mercedes-benz,amg_gt,2018,2500,benzyna,coupe,True,859000,PLN
mercedes-benz,amg_gt,2018,1,benzyna,coupe,True,856669,PLN
mercedes-benz,amg_gt,2018,3,benzyna,coupe,True,846900,PLN
mercedes-benz,amg_gt,2018,2700,benzyna,coupe,True,859000,PLN
mercedes-benz,amg_gt,2018,5,benzyna,coupe,True,966893,PLN
mercedes-benz,amg_gt,2018,7,benzyna,kabriolet,True,791207,PLN
mercedes-benz,amg_gt,2015,16400,benzyna,coupe,True,460000,PLN
mercedes-benz,amg_gt,2018,5,benzyna,coupe,True,702300,PLN
mercedes-benz,amg_gt,2018,5,benzyna,coupe,True,892200,PLN
mercedes-benz,amg_gt,2018,2000,benzyna,coupe,True,932257,PLN
mercedes-benz,amg_gt,2018,5,benzyna,coupe,True,699000,PLN
mercedes-benz,amg_gt,2018,1,benzyna,coupe,True,830530,PLN
mercedes-benz,amg_gt,2018,9,benzyna,coupe,True,785166,PLN
mercedes-benz,amg_gt,2016,29999,benzyna,coupe,False,519000,PLN
mercedes-benz,amg_gt,2016,12000,benzyna,coupe,False,430000,PLN
mercedes-benz,amg_gt,2016,16940,benzyna,coupe,True,549900,PLN
mercedes-benz,amg_gt,2018,8,benzyna,coupe,True,1036360,PLN
mercedes-benz,amg_gt,2018,10,benzyna,coupe,True,846200,PLN
mercedes-benz,amg_gt,2015,9000,benzyna,coupe,True,579900,PLN
mercedes-benz,amg_gt,2018,7,benzyna,coupe,True,854900,PLN
mercedes-benz,amg_gt,2015,76000,benzyna,coupe,False,31900,PLN
mercedes-benz,amg_gt,2018,1,benzyna,sedan,False,633390,PLN
mercedes-benz,amg_gt,2018,5,benzyna,coupe,True,861300,PLN
mercedes-benz,amg_gt,2016,81000,benzyna,coupe,True,497700,PLN
mercedes-benz,amg_gt,2015,51700,benzyna,coupe,True,529000,PLN
mercedes-benz,amg_gt,2015,25000,benzyna,coupe,True,499000,PLN
mercedes-benz,amg_gt,2018,5,benzyna,coupe,True,599900,PLN
mercedes-benz,amg_gt,2017,11500,benzyna,coupe,False,583900,PLN
mercedes-benz,amg_gt,2018,4,benzyna,coupe,True,916399,PLN
mercedes-benz,amg_gt,2017,5000,benzyna,coupe,True,439900,PLN
mercedes-benz,amg_gt,2016,20660,benzyna,coupe,True,459000,PLN
mercedes-benz,amg_gt,2017,40,benzyna,coupe,True,835000,PLN
mercedes-benz,amg_gt,2017,3216,benzyna,suv,False,270000,PLN
mercedes-benz,amg_gt,2017,16740,benzyna,kabriolet,False,150000,PLN
mercedes-benz,amg_gt,2015,13500,benzyna,coupe,False,385000,PLN
mercedes-benz,amg_gt,2016,15962,benzyna,coupe,False,185000,PLN
seat,leon,2018,5,benzyna,kombi,True,80900,PLN
seat,leon,2018,5,benzyna,kombi,True,95500,PLN
mazda,3,2017,11500,benzyna,sedan,True,83900,PLN
citroën,c3_pluriel,2003,98000,benzyna,kabriolet,True,3200,PLN
volvo,s40,2009,167000,diesel,sedan,True,24999,PLN
mercedes-benz,klasa_a,2018,5,benzyna,kompakt,True,142900,PLN
volkswagen,passat,2017,38724,diesel,kombi,True,99900,PLN
volkswagen,transporter,2009,259319,diesel,minivan,True,32800,PLN
audi,a7,2011,175000,diesel,sedan,False,104900,PLN
audi,q5,2018,3,diesel,suv,True,188900,PLN
audi,a6,2018,3,diesel,kombi,True,187500,PLN
audi,a4,2018,3,benzyna,sedan,True,133900,PLN
audi,a4,2018,3,benzyna,sedan,True,133900,PLN
audi,a6,2018,3,diesel,sedan,True,175200,PLN
ford,focus,2009,163541,diesel,coupe,False,15300,PLN
audi,q5,2018,1,benzyna,suv,True,212900,PLN
audi,a4,2018,3,benzyna,sedan,True,142900,PLN
audi,a4,2018,1,benzyna,sedan,True,129900,PLN
audi,q5,2018,3,diesel,suv,True,192900,PLN
audi,q3,2018,3,benzyna,suv,True,127900,PLN
audi,q3,2018,3,benzyna,suv,True,136500,PLN
audi,q5,2018,3,diesel,suv,True,192900,PLN
ford,focus,2006,187000,benzyna+lpg,kompakt,False,12800,PLN
volkswagen,multivan,2018,10,diesel,minivan,True,181900,PLN
citroën,c3_aircross,2017,7400,diesel,kompakt,True,69900,PLN
mercedes-benz,klasa_v,2016,51000,diesel,minivan,True,161500,PLN
volkswagen,passat,2018,5,diesel,sedan,True,119900,PLN
volkswagen,passat,2018,5,benzyna,sedan,True,110400,PLN
mercedes-benz,klasa_e,2009,32976,benzyna,sedan,True,199000,PLN
audi,a4,2006,237000,diesel,kombi,False,18999,PLN
porsche,911,2013,39500,benzyna,kabriolet,True,380000,PLN
chevrolet,captiva,2009,183000,benzyna+lpg,suv,True,28900,PLN
seat,leon,2018,5,benzyna,kombi,True,80900,PLN
seat,leon,2018,5,benzyna,kombi,True,95500,PLN
mazda,3,2017,11500,benzyna,sedan,True,83900,PLN
citroën,c3_pluriel,2003,98000,benzyna,kabriolet,True,3200,PLN
volvo,s40,2009,167000,diesel,sedan,True,24999,PLN
mercedes-benz,klasa_a,2018,5,benzyna,kompakt,True,142900,PLN
volkswagen,passat,2017,38724,diesel,kombi,True,99900,PLN
volkswagen,transporter,2009,259319,diesel,minivan,True,32800,PLN
audi,a7,2011,175000,diesel,sedan,False,104900,PLN
audi,q5,2018,3,diesel,suv,True,188900,PLN
audi,a6,2018,3,diesel,kombi,True,187500,PLN
audi,a4,2018,3,benzyna,sedan,True,133900,PLN
audi,a4,2018,3,benzyna,sedan,True,133900,PLN
audi,a6,2018,3,diesel,sedan,True,175200,PLN
ford,focus,2009,163541,diesel,coupe,False,15300,PLN
audi,q5,2018,1,benzyna,suv,True,212900,PLN
audi,a4,2018,3,benzyna,sedan,True,142900,PLN
audi,a4,2018,1,benzyna,sedan,True,129900,PLN
audi,q5,2018,3,diesel,suv,True,192900,PLN
audi,q3,2018,3,benzyna,suv,True,127900,PLN
audi,q3,2018,3,benzyna,suv,True,136500,PLN
audi,q5,2018,3,diesel,suv,True,192900,PLN
ford,focus,2006,187000,benzyna+lpg,kompakt,False,12800,PLN
volkswagen,multivan,2018,10,diesel,minivan,True,181900,PLN
citroën,c3_aircross,2017,7400,diesel,kompakt,True,69900,PLN
mercedes-benz,klasa_v,2016,51000,diesel,minivan,True,161500,PLN
volkswagen,passat,2018,5,diesel,sedan,True,119900,PLN
volkswagen,passat,2018,5,benzyna,sedan,True,110400,PLN
mercedes-benz,klasa_e,2009,32976,benzyna,sedan,True,199000,PLN
audi,a4,2006,237000,diesel,kombi,False,18999,PLN
porsche,911,2013,39500,benzyna,kabriolet,True,380000,PLN
chevrolet,captiva,2009,183000,benzyna+lpg,suv,True,28900,PLN
seat,leon,2018,5,benzyna,kombi,True,80900,PLN
seat,leon,2018,5,benzyna,kombi,True,95500,PLN
mazda,3,2017,11500,benzyna,sedan,True,83900,PLN
citroën,c3_pluriel,2003,98000,benzyna,kabriolet,True,3200,PLN
volvo,s40,2009,167000,diesel,sedan,True,24999,PLN
mercedes-benz,klasa_a,2018,5,benzyna,kompakt,True,142900,PLN
volkswagen,passat,2017,38724,diesel,kombi,True,99900,PLN
volkswagen,transporter,2009,259319,diesel,minivan,True,32800,PLN
audi,a7,2011,175000,diesel,sedan,False,104900,PLN
audi,q5,2018,3,diesel,suv,True,188900,PLN
audi,a6,2018,3,diesel,kombi,True,187500,PLN
audi,a4,2018,3,benzyna,sedan,True,133900,PLN
audi,a4,2018,3,benzyna,sedan,True,133900,PLN
audi,a6,2018,3,diesel,sedan,True,175200,PLN
ford,focus,2009,163541,diesel,coupe,False,15300,PLN
audi,q5,2018,1,benzyna,suv,True,212900,PLN
audi,a4,2018,3,benzyna,sedan,True,142900,PLN
audi,a4,2018,1,benzyna,sedan,True,129900,PLN
audi,q5,2018,3,diesel,suv,True,192900,PLN
audi,q3,2018,3,benzyna,suv,True,127900,PLN
audi,q3,2018,3,benzyna,suv,True,136500,PLN
audi,q5,2018,3,diesel,suv,True,192900,PLN
ford,focus,2006,187000,benzyna+lpg,kompakt,False,12800,PLN
volkswagen,multivan,2018,10,diesel,minivan,True,181900,PLN
citroën,c3_aircross,2017,7400,diesel,kompakt,True,69900,PLN
mercedes-benz,klasa_v,2016,51000,diesel,minivan,True,161500,PLN
volkswagen,passat,2018,5,diesel,sedan,True,119900,PLN
volkswagen,passat,2018,5,benzyna,sedan,True,110400,PLN
mercedes-benz,klasa_e,2009,32976,benzyna,sedan,True,199000,PLN
audi,a4,2006,237000,diesel,kombi,False,18999,PLN
porsche,911,2013,39500,benzyna,kabriolet,True,380000,PLN
chevrolet,captiva,2009,183000,benzyna+lpg,suv,True,28900,PLN
